#,Name,a1,b1,cc1,d1,e1,f1,g1,h1,i1,j1,q2,rr2,u2,v2,w2,x2,s2,t2,y2,a2,b2,cc2,d2,e2,f2,g2,h2,a3,b3,cc3,e3,f3,g3,h3,i3,a4,b4,cc4,CCF,iUnInsul,WalkSlab,iFndFlag_1,iFndFlag_2,iFndFlag_3,iFndFlag_4,iFndFlag_5,iFndFlag_6,iFndFlag_7,iFndFlag_8
1,BCIN_1,0.0214,0.706,0.102,0.704,1,1,1,1,0,0,0.291,0.318,0.229,0.62,0.711,0.5,-0.055,0.0235,0.179,0.749,0.712,0.452,0.263,3,-0.0353,-1.011,0,0.258,0.317,-0.188,0.00676,0.11,0.219,0.769,0,2.415,0.488,0.259,3,10,28,0,0,0,0,0,1,0,0
2,BCIN_2,0.0225,0.698,0.117,0.643,1,1,1,1,0,0,0.439,0.281,0.266,0.62,0.826,0.5,-0.072,0.023,0.178,0.706,0.865,0.533,0.358,3.486,-0.0647,-1.211,0,0.439,0.377,-0.278,-0.0457,0.104,0.227,0.756,0,2.645,0.284,0.325,3,10,28,0,0,0,0,0,1,0,0
3,BCIN_3,-0.102,0.735,0.133,0.764,1,1,1,1,0,0.0952,1.253,0.546,0.256,0.62,0.177,0.5,-0.0617,0.0219,0.187,0.104,1.35,0.765,-0.233,0.769,-0.013,-0.283,0,-0.218,0.609,0.27,0.18,0.0646,-0.0306,0.812,0,2.978,-0.00852,-0.0266,2,9,29,1,0,1,0,0,1,0,0
4,BCIN_4,-0.107,0.756,0.12,0.727,1,1,1,1,0,0.0808,1.217,0.533,0.26,0.62,0.184,0.5,-0.0729,0.0221,0.188,0.111,1.446,0.763,-0.18,0.81,-0.0141,-0.297,0,-0.216,0.608,0.273,0.182,0.0649,-0.0295,0.811,0,3.052,-0.0928,-0.135,2,10,28,0,0,1,0,0,1,0,0
5,BCEN_1,-0.0835,0.749,0.00334,0.885,1,1,1,1,0,0.357,0.312,0.349,0.186,0.62,0.678,0.5,-0.036,0.0232,0.184,0.824,0.722,0.358,0.271,2.917,-0.0613,-0.967,0,0.136,0.33,-0.181,0.0434,0.0828,0.246,0.728,0,1.574,1.302,0.108,5,9,31,1,1,0,0,0,0,1,0
6,BCEN_2,-0.0376,0.765,0.00176,0.888,1,1,1,1,0,0.12,0.313,0.35,0.187,0.62,0.675,0.5,-0.0364,0.0232,0.184,0.821,0.731,0.354,0.263,2.888,-0.0608,-0.953,0,0.137,0.33,-0.182,0.0399,0.0833,0.255,0.727,0,1.508,1.371,0.103,5,10,30,0,1,0,0,0,0,1,0
7,BCEN_3,0.202,2.921,0.00411,-0.00289,1,1,1,1,0,0,0.439,0.268,0.353,0.62,0.781,0.5,-0.0703,0.0231,0.17,0.643,0.878,0.391,0.266,3.079,-0.0819,-0.996,0,0.728,0.318,-0.349,-0.0781,0.0772,0.299,0.654,0,2.866,0.116,0.411,4,9,31,1,1,0,0,0,0,1,0
8,BCEN_4,0.128,2.951,0.00396,-0.00284,1,1,1,1,0,0,0.443,0.268,0.355,0.62,0.777,0.5,-0.0698,0.0231,0.169,0.631,0.89,0.386,0.258,3.021,-0.0713,-0.98,0,0.726,0.317,-0.342,-0.0795,0.0775,0.301,0.653,0,2.874,0.109,0.426,4,10,30,0,1,0,0,0,0,1,0
9,BCNN_1,0.00134,2.936,0.0957,0,1,1,1,1,0,0,1.302,0.279,0.344,0.62,0.69,0.5,-0.0347,0.0203,0.086,0,0,0,0,0,0,0,0,0.459,0.829,0.174,0,0,0,0,0,3.064,0,0,1,0,29,1,0,0,0,0,0,0,0
10,BCNN_2,-0.0505,2.959,0.083,0,1,1,1,1,0,0,1.309,0.279,0.348,0.62,0.686,0.5,-0.0342,0.0202,0.085,0,0,0,0,0,0,0,0,0.453,0.83,0.186,0,0,0,0,0,3.065,0,0,1,0,28,0,0,0,0,0,0,0,0
11,BCCN_1,1.038,1.412,0.0383,0.279,2.69,0.468,1.21,-0.94,1,0.163,0.123,0.551,0.204,0.62,0.707,0.5,0.654,0.0135,0.0254,0.41,-0.0777,0.59,-0.318,-0.0118,-0.0358,0.0961,0.255,0.119,0.295,-0.063,0.46,0.0864,-0.0583,0.237,1.889,2.532,0.352,0.338,99,9,31,1,1,0,0,0,1,1,0
12,BCCN_2,0.9,1.562,0.038,0.282,2.667,0.409,1.114,-0.873,1,0.141,0.121,0.553,0.206,0.62,0.712,0.5,0.667,0.0132,0.0234,0.418,-0.069,0.59,-0.316,-0.00929,-0.0358,0.0928,0.252,0.116,0.295,-0.0596,0.458,0.0864,-0.0529,0.234,1.848,2.541,0.346,0.339,99,10,30,0,1,0,0,0,1,1,0
13,BWNN_1,-0.018,1.57,0.00318,0,1,1,1,1,0,0,0.612,0.125,0.741,0.62,0.587,0.5,-0.0476,0.0167,0.0645,0,0,0,0,0,0,0,0,0.159,0.392,0.284,0,0,0,0,0,2.983,0,0,1,0,28,0,0,0,1,1,0,0,0
14,BWIN_1,-0.00891,0.647,0.00313,0.798,1,1,1,1,0,0,0.00385,0.102,0.57,0.62,1.068,0.5,-0.0424,0.0188,0.134,0.494,0.797,0.347,0.0641,1.105,0.0949,-0.246,0,0.104,0.112,-0.087,0.00732,0.0866,0.244,0.659,0,-8.379,11.286,0.0103,3,13,28,0,0,0,1,1,1,0,0
15,BWIN_2,-0.00837,0.647,0.00318,0.797,1,1,1,1,0,0,0.0945,0.0937,0.656,0.62,1.115,0.5,-0.0634,0.0186,0.137,0.366,0.947,0.404,0.0497,1.356,0.0749,-0.33,0,0.205,0.141,-0.129,-0.0281,0.0845,0.245,0.625,0,-2.996,5.837,0.0236,3,13,28,0,0,0,1,1,1,0,0
16,BWIN_3,-0.00405,0.635,0.0029,0.782,1,1,1,1,0,0,0.126,0.295,0.783,0.62,0.128,0.5,0.377,0.00661,0.163,0.508,0.507,0.619,-0.161,0.166,-0.00801,-0.0413,0,-0.276,0.306,0.279,0.214,0.0506,-0.0182,0.656,0,2.697,0.196,0.402,2,13,28,0,0,1,1,1,1,0,0
17,BWEN_1,-0.0309,0.651,-0.000065,0.809,1,1,1,1,0,0.0756,0.0151,0.103,0.561,0.62,1.051,0.5,-0.039,0.0187,0.136,0.506,0.791,0.34,0.067,1.134,0.0844,-0.258,0,0.0925,0.111,-0.0889,0.0145,0.087,0.25,0.633,0,2.343,0.645,1,5,13,30,0,1,0,1,1,0,1,0
18,BWEN_2,-0.011,1.569,-0.000076,-0.000364,1,1,1,1,0,0,0.0461,0.0914,0.651,0.62,1.135,0.5,-0.0521,0.0189,0.13,0.47,0.838,0.345,0.0633,1.093,0.0985,-0.245,0,0.188,0.107,-0.121,0.0024,0.0866,0.268,0.557,0,2.607,0.342,1,4,13,30,0,1,0,1,1,0,1,0
19,BCIB_1,-0.00374,0.724,0.116,0.757,1,1,1,1,0,0,0.996,-0.0576,0.62,0.62,-2.85,0.735,0.746,0.00742,-0.201,3.429,0.176,0.522,0.269,0.155,0.0478,0.0394,0,0.235,0.0506,-0.0821,0.0255,0.244,0.176,0.711,0,2.813,0.118,0.729,7,10,52,0,0,0,0,0,1,0,1
20,BCIB_2,0.016,0.709,0.103,0.715,1,1,1,1,0,0,11.396,-0.64,0.0954,0.62,-1.869,0.5,1.213,-0.0047,-0.278,8.129,0.157,0.775,0.537,0.0477,-0.0151,0.0197,0,0.237,0.288,-0.171,0.0139,0.113,0.219,0.77,0,2.344,0.558,0.233,3,10,34,0,0,0,0,0,1,0,1
21,BCIB_3,0.0128,0.711,0.105,0.722,1,1,1,1,0,0,10.942,-0.637,0.0863,0.62,-1.867,0.5,1.206,-0.000041,-0.284,7.541,0.168,0.761,0.53,0.0582,-0.0163,0.0202,0,0.22,0.251,-0.153,0.0271,0.123,0.214,0.768,0,2.246,0.658,0.199,3,10,44,0,0,0,0,0,1,0,1
22,BCIB_4,-0.00211,0.748,0.0938,0.845,1,1,1,1,0,0,-0.14,0.00954,0.662,0.62,8.476,0.5,0.453,0.00774,-0.00794,3.002,0.248,0.506,0.256,0.363,0.058,0.0135,0,-0.0136,-0.0263,-0.00381,0.166,0.267,0.158,0.679,0,2.526,0.388,0.255,7,10,54,0,0,0,0,0,1,0,1
23,BCIB_5,0.0209,0.723,0.0816,0.776,1,1,1,1,0,0,-0.0683,0.375,0.136,0.62,0.63,0.5,-0.00379,0.0219,0.177,0.785,0.567,0.342,0.142,2.234,0.00352,-0.686,0,0.0374,0.254,-0.117,0.103,0.107,0.222,0.778,0,16.468,-13.584,-0.0124,3,10,38,0,0,0,0,0,1,0,1
24,BCIB_6,0.0171,0.727,0.0825,0.789,1,1,1,1,0,0,-0.325,0.374,0.131,0.62,0.637,0.5,-0.00134,0.0228,0.17,0.83,0.513,0.346,0.121,1.849,0.0436,-0.53,0,0.0107,0.21,-0.0954,0.124,0.117,0.218,0.778,0,4.396,-1.511,-0.113,3,10,46,0,0,0,0,0,1,0,1
25,BCEB_1,-0.0841,0.748,0.00441,0.884,1,1,1,1,0,0.356,-0.00614,0.0153,0.592,0.62,3.497,0.5,-0.228,0.0199,0.0885,2.157,0.358,0.556,0.312,0.533,0.15,-0.0408,0,0.14,0.0978,-0.0951,0.0472,0.198,0.213,0.682,0,2.188,0.711,0.132,8,9,55,1,1,0,0,0,0,1,1
26,BCEB_2,-0.0836,0.749,0.00339,0.885,1,1,1,1,0,0.357,0.188,0.354,0.197,0.62,0.666,0.5,-0.0259,0.0223,0.183,0.786,0.683,0.353,0.229,2.85,-0.0478,-0.939,0,0.129,0.304,-0.169,0.0444,0.0858,0.247,0.73,0,1.232,1.644,0.0881,5,9,39,1,1,0,0,0,0,1,1
27,BCEB_3,-0.0837,0.749,0.00352,0.885,1,1,1,1,0,0.356,0.039,0.345,0.214,0.62,0.668,0.5,-0.0332,0.0229,0.179,0.794,0.617,0.359,0.199,2.673,-0.0242,-0.865,0,0.121,0.273,-0.155,0.0513,0.0933,0.245,0.731,0,0.408,2.469,0.0591,5,9,47,1,1,0,0,0,0,1,1
28,SCN_1,0.0249,0,0.00465,0,1,1,1,1,0,0,-3.398,0.423,1,0,1,0,0.592,0.0103,0,2.193,0,0.774,0.176,0,0,0,0,0.144,0.502,0,0,0,0,0,0,2.878,0,0,98,0,0,0,0,0,0,0,0,0,0
29,SCN_2,0.0593,0,0.00879,0,1,1,1,1,0,0,-3.441,0.423,1,0,1,0,0.588,0.0104,0,2.241,0,0.747,0.173,0,0,0,0,0.193,0.496,0,0,0,0,0,0,2.897,0,0,98,0,0,1,0,0,0,0,0,0,0
30,SCN_3,0.0272,0,0.00582,-0.0264,1,1,1,1,0,0,-3.424,0.432,1,0,1,0,0.597,0.0108,0,2.102,0,0.811,0.18,0.00344,-0.000649,0,0,0.0182,0.517,0,0.0493,-0.0114,0,0.495,0,2.821,0.0204,0.512,98,28,0,0,0,0,0,0,0,0,0
31,SCN_4,0.0701,0,0.0145,-0.0328,1,1,1,1,0,0,-3.366,0.431,1,0,1,0,0.602,0.0105,0,2.116,0,0.794,0.177,0.00525,-0.00149,0,0,0.0217,0.51,0,0.0665,-0.0109,0,0.466,0,2.826,0.0264,0.455,98,29,0,1,0,0,0,0,0,0,0
32,SCN_7,0.0403,0,0.00142,-0.0671,1,1,1,1,0,0,-3.354,0.431,1,0,1,0,0.613,0.00935,0,1.955,0,0.822,0.219,0.0583,-0.0185,0,0,-0.101,0.357,0,0.159,0.00371,0,0.669,0,2.428,0.296,0.362,98,28,0,0,0,0,0,0,0,0,0
33,SCN_8,0.106,0,-0.000446,-0.0711,1,1,1,1,0,0,-3.35,0.434,1,0,1,0,0.623,0.00941,0,2.016,0,0.785,0.212,0.0458,-0.0136,0,0,-0.0728,0.352,0,0.16,0.00708,0,0.627,0,2.511,0.244,0.356,98,29,0,1,0,0,0,0,0,0,0
34,SCB_1,0.0243,0,0.00406,0.00251,1,1,1,1,0,0,-3.313,0.412,1,0,1,0,0.562,0.0113,0,2.075,0,0.763,0.18,0.0101,-0.00121,0,0,0.108,0.432,0,0.0248,0.00912,0,0.685,0,2.826,0.0162,0.636,3,28,0,0,1,0,0,0,0,0,1
35,SCB_2,0.0565,0,0.00781,0.00443,1,1,1,1,0,0,-3.345,0.411,1,0,1,0,0.558,0.0113,0,2.12,0,0.737,0.178,0.0115,-0.00215,0,0,0.148,0.427,0,0.0279,0.00852,0,0.671,0,2.848,0.0151,0.615,3,29,0,1,1,0,0,0,0,0,1
36,SCB_3,0.0254,0,0.00424,-0.0144,1,1,1,1,0,0,-3.269,0.404,1,0,1,0,0.546,0.0115,0,2.051,0,0.771,0.183,0.0148,-0.00272,0,0,0.082,0.429,0,0.0322,0.00717,0,0.73,0,2.818,0.014,0.768,3,28,0,0,1,0,0,0,0,0,1
37,SCB_4,0.057,0,0.00713,-0.011,1,1,1,1,0,0,-3.286,0.402,1,0,1,0,0.545,0.0113,0,2.094,0,0.743,0.18,0.014,-0.00279,0,0,0.125,0.423,0,0.0305,0.00752,0,0.741,0,2.844,0.0101,0.823,3,29,0,1,1,0,0,0,0,0,1
38,SCB_5,0.0266,0,0.00512,-0.0239,1,1,1,1,0,0,-3.329,0.419,1,0,1,0,0.566,0.0116,0,1.998,0,0.796,0.185,0.0152,-0.00301,0,0,0.00481,0.443,0,0.0605,0.00152,0,0.619,0,2.756,0.0447,0.556,3,28,0,0,1,0,0,0,0,0,1
39,SCB_6,0.0671,0,0.0129,-0.0289,1,1,1,1,0,0,-3.27,0.418,1,0,1,0,0.57,0.0113,0,2.007,0,0.781,0.183,0.0174,-0.00398,0,0,0.00641,0.436,0,0.076,0.00174,0,0.584,0,2.761,0.0516,0.507,3,29,0,1,1,0,0,0,0,0,1
40,SCB_9,0.0386,0,0.0015,-0.0643,1,1,1,1,0,0,-3.298,0.422,1,0,1,0,0.587,0.0103,0,1.881,0,0.813,0.222,0.0615,-0.0188,0,0,-0.0977,0.323,0,0.145,0.00705,0,0.701,0,2.346,0.335,0.375,3,28,0,0,1,0,0,0,0,0,1
41,SCB_10,0.0995,0,0.000022,-0.0666,1,1,1,1,0,0,-3.283,0.423,1,0,1,0,0.594,0.0104,0,1.931,0,0.779,0.215,0.0505,-0.0145,0,0,-0.0749,0.319,0,0.148,0.00945,0,0.66,0,2.438,0.277,0.37,3,29,0,1,1,0,0,0,0,0,1
42,SCB_11,0.0266,0,0.00402,-0.00371,1,1,1,1,0,0,-3.396,0.42,1,0,1,0,0.588,0.0101,0,2.088,0,0.765,0.206,0.0185,-0.00417,0,0,0.0725,0.369,0,0.0531,0.0074,0,0.755,0,2.766,0.0318,0.724,3,28,0,0,1,0,0,0,0,0,1
43,SCB_12,0.0611,0,0.00811,-0.00155,1,1,1,1,0,0,-3.419,0.416,1,0,1,0,0.583,0.0099,0,2.148,0,0.732,0.204,0.0193,-0.00485,0,0,0.118,0.362,0,0.0548,0.00747,0,0.745,0,2.797,0.0279,0.715,3,29,0,1,1,0,0,0,0,0,1
44,SCB_13,0.0231,0,0.00458,0.00959,1,1,1,1,0,0,-3.203,0.397,1,0,1,0,0.521,0.0135,0,1.998,0,0.733,0.18,0.0271,-0.0036,0,0,0.1,0.364,0,0.0486,0.0265,0,0.677,0,2.791,0.0347,0.631,3,28,0,0,1,0,0,0,0,0,1
45,SCB_14,0.0532,0,0.00935,0.0125,1,1,1,1,0,0,-3.234,0.396,1,0,1,0,0.518,0.0134,0,2.042,0,0.707,0.178,0.0287,-0.00457,0,0,0.137,0.359,0,0.054,0.0256,0,0.671,0,2.816,0.0317,0.627,3,29,0,1,1,0,0,0,0,0,1
46,SCB_17,0.0252,0,0.00571,-0.0169,1,1,1,1,0,0,-3.215,0.403,1,0,1,0,0.526,0.0137,0,1.925,0,0.767,0.184,0.0324,-0.00547,0,0,0.00497,0.377,0,0.0772,0.0195,0,0.651,0,2.708,0.0735,0.546,3,28,0,0,1,0,0,0,0,0,1
47,SCB_18,0.0633,0,0.0146,-0.0211,1,1,1,1,0,0,-3.156,0.401,1,0,1,0,0.527,0.0135,0,1.931,0,0.752,0.182,0.0352,-0.00666,0,0,0.00642,0.37,0,0.0925,0.0192,0,0.629,0,2.713,0.0805,0.508,3,29,0,1,1,0,0,0,0,0,1
48,SCB_21,0.0366,0,0.00254,-0.0569,1,1,1,1,0,0,-3.2,0.408,1,0,1,0,0.552,0.0119,0,1.815,0,0.79,0.221,0.0754,-0.0212,0,0,-0.0916,0.285,0,0.146,0.014,0,0.736,0,2.241,0.416,0.361,3,28,0,0,1,0,0,0,0,0,1
49,SCB_22,0.0939,0,0.00302,-0.0581,1,1,1,1,0,0,-3.176,0.408,1,0,1,0,0.555,0.0122,0,1.857,0,0.756,0.213,0.0657,-0.0173,0,0,-0.0719,0.28,0,0.153,0.0155,0,0.696,0,2.352,0.34,0.362,3,29,0,1,1,0,0,0,0,0,1
50,SCB_23,0.0253,0,0.00464,0.00357,1,1,1,1,0,0,-3.283,0.406,1,0,1,0,0.549,0.0122,0,2.004,0,0.739,0.203,0.0335,-0.00623,0,0,0.0677,0.315,0,0.0691,0.0204,0,0.737,0,2.736,0.0454,0.729,3,28,0,0,1,0,0,0,0,0,1
51,SCB_24,0.0576,0,0.00971,0.00659,1,1,1,1,0,0,-3.306,0.401,1,0,1,0,0.544,0.012,0,2.062,0,0.706,0.201,0.0344,-0.00696,0,0,0.11,0.308,0,0.0731,0.0201,0,0.73,0,2.77,0.0393,0.732,3,29,0,1,1,0,0,0,0,0,1
52,SCB_25,0.0173,0,0.00919,0.0832,1,1,1,1,0,0,-1.583,0.113,1,0,1,0,0.309,0.00756,0,2.13,0,0.423,0.156,0.12,0.0948,0,0,0.243,0.0101,0,-0.0037,0.226,0,0.61,0,2.644,0.186,-0.296,7,28,0,0,1,0,0,0,0,0,1
53,SCB_26,0.0402,0,0.0199,0.0889,1,1,1,1,0,0,-1.611,0.113,1,0,1,0,0.308,0.00739,0,2.169,0,0.402,0.153,0.118,0.0942,0,0,0.279,0.00116,0,0.00357,0.226,0,0.612,0,2.634,0.22,-0.263,7,29,0,1,1,0,0,0,0,0,1
54,SCB_29,0.019,0,0.0106,0.0541,1,1,1,1,0,0,-1.536,0.114,1,0,1,0,0.311,0.00774,0,2.033,0,0.452,0.158,0.133,0.0938,0,0,0.149,0.0306,0,0.0227,0.216,0,0.599,0,2.709,0.0715,-0.505,7,28,0,0,1,0,0,0,0,0,1
55,SCB_30,0.0482,0,0.0267,0.0514,1,1,1,1,0,0,-1.484,0.114,1,0,1,0,0.311,0.00777,0,2.026,0,0.441,0.156,0.138,0.0946,0,0,0.151,0.0255,0,0.0367,0.213,0,0.601,0,2.72,0.0742,-0.5,7,29,0,1,1,0,0,0,0,0,1
56,SCB_33,0.028,0,0.00972,0.0189,1,1,1,1,0,0,-1.409,0.115,1,0,1,0,0.324,0.00629,0,1.837,0,0.476,0.177,0.19,0.0802,0,0,0.0103,0.0305,0,0.111,0.148,0,0.657,0,2.549,0.168,2.465,7,28,0,0,1,0,0,0,0,0,1
57,SCB_34,0.0723,0,0.0213,0.0214,1,1,1,1,0,0,-1.385,0.116,1,0,1,0,0.328,0.00691,0,1.87,0,0.452,0.174,0.18,0.0872,0,0,0.0375,0.0199,0,0.11,0.154,0,0.654,0,2.67,-0.0187,1,7,29,0,1,1,0,0,0,0,0,1
58,SCB_35,0.0188,0,0.00984,0.0817,1,1,1,1,0,0,-1.62,0.115,1,0,1,0,0.326,0.00658,0,2.129,0,0.428,0.171,0.121,0.0914,0,0,0.201,0.0218,0,0.00923,0.183,0,0.679,0,2.977,-0.262,1,7,28,0,0,1,0,0,0,0,0,1
59,SCB_36,0.0435,0,0.0213,0.0868,1,1,1,1,0,0,-1.659,0.114,1,0,1,0,0.323,0.00626,0,2.188,0,0.401,0.169,0.117,0.0907,0,0,0.242,0.0107,0,0.0151,0.184,0,0.681,0,2.562,0.256,-0.246,7,29,0,1,1,0,0,0,0,0,1
60,SCA_17,0.0108,0,0.00783,0.49,1,1,1,1,0,0,-1.62,0.0984,1,0,1,0,0.23,0.00899,0,2.185,0,0.405,0.177,0.196,0.111,0,0,0.000555,-0.0406,0,0.143,0.241,0,0.556,0,2.472,0.226,0.838,6,28,0,0,0,0,0,0,0,0,1
61,SCA_18,0.0248,0,0.0172,0.563,1,1,1,1,0,0,-1.601,0.098,1,0,1,0,0.227,0.00879,0,2.171,0,0.4,0.174,0.204,0.109,0,0,-0.00471,-0.0398,0,0.168,0.236,0,0.56,0,2.442,0.27,0.623,6,29,0,1,0,0,0,0,0,0,1
62,SCA_19,0.0114,0,0.00989,0.467,1,1,1,1,0,0,-1.626,0.0995,1,0,1,0,0.237,0.00875,0,2.162,0,0.418,0.181,0.191,0.113,0,0,0.00123,-0.0374,0,0.103,0.246,0,0.564,0,2.385,0.272,0.72,6,28,0,0,0,0,0,0,0,0,1
63,SCA_20,0.0282,0,0.0249,0.524,1,1,1,1,0,0,-1.594,0.0994,1,0,1,0,0.237,0.00887,0,2.141,0,0.417,0.182,0.202,0.112,0,0,-0.00283,-0.034,0,0.11,0.24,0,0.579,0,2.332,0.329,0.546,6,29,0,1,0,0,0,0,0,0,1
64,SCA_21,0.0187,0,0.0105,0.4,1,1,1,1,0,0,-1.658,0.104,1,0,1,0,0.27,0.00757,0,2.11,0,0.429,0.206,0.187,0.11,0,0,-0.00889,-0.0101,0,0.0757,0.179,0,0.673,0,1.849,0.674,0.432,6,28,0,0,0,0,0,0,0,0,1
65,SCA_22,0.0491,0,0.0209,0.457,1,1,1,1,0,0,-1.616,0.103,1,0,1,0,0.265,0.00814,0,2.099,0,0.421,0.203,0.203,0.108,0,0,-0.0094,-0.0111,0,0.0887,0.177,0,0.675,0,1.919,0.635,0.417,6,29,0,1,0,0,0,0,0,0,1
66,SCA_23,0.0123,0,0.00849,0.477,1,1,1,1,0,0,-1.684,0.101,1,0,1,0,0.251,0.00819,0,2.22,0,0.404,0.193,0.188,0.109,0,0,-0.00158,-0.0281,0,0.128,0.203,0,0.588,0,2.395,0.253,0.893,6,28,0,0,0,0,0,0,0,0,1
67,SCA_24,0.0282,0,0.0184,0.543,1,1,1,1,0,0,-1.663,0.1,1,0,1,0,0.246,0.00799,0,2.207,0,0.397,0.189,0.196,0.107,0,0,-0.0059,-0.028,0,0.155,0.197,0,0.589,0,2.373,0.292,0.674,6,29,0,1,0,0,0,0,0,0,1
68,BCCN_3,0.066,0.384,0.021,1.072,1,1,1,1,0,0.08,0.134,0.352,0.118,0.62,0.69,0.5,-0.012,0.024,0.176,0.948,0.449,0.262,0.372,3.845,-0.116,-1.323,0,0.04,0.275,-0.123,0.06,0.052,0.122,0.948,0,1.962,0.775,0.349,3,10,30,0,1,0,0,0,1,1,0
69,BCCB_4,0.095,0.372,0.034,1.03,1,1,1,1,0,0.048,0.596,-0.037,0.672,0.62,-3.48,0.735,0.631,0.006,-0.151,3.009,0.159,0.519,0.296,0.285,0.049,0.035,0,0.014,-0.002,-0.025,0.099,0.192,0.074,0.779,0,-5.952,8.699,0.024,7,10,54,0,1,0,0,0,1,1,1
70,BCEA_1,-0.084,0.748,0.005,0.883,1,1,1,1,0,0.355,-0.024,0.021,0.619,0.62,2.348,0.5,-0.214,0.019,0.095,2.091,0.343,0.571,0.285,0.469,0.174,-0.027,0,0.117,0.068,-0.076,0.048,0.214,0.208,0.683,0,1.793,1.096,0.092,8,9,61,1,1,0,0,0,0,1,1
71,BCEA_4,-0.037,0.765,0.0029,0.88813,1,1,1,1,0,0.132,1.189,-0.072,0.584,0.62,-2.634,0.735,0.822,0.006,-0.239,3.472,0.199,0.533,0.283,0.161,0.035,0.035,0,0.118,0.068,-0.078,0.044,0.214,0.218,0.683,0,1.695,1.197,0.084,8,10,60,0,1,0,0,0,0,1,1
72,BCIA_1,-0.0204,0.76,0.1,0.861,1,1,1,1,0,0.008,0.443,-0.029,0.69,0.62,-4.225,0.735,0.556,0.0065,-0.117,3.15,0.222,0.507,0.254,0.33,0.0544,0.0224,0,-0.011,-0.031,-0.006,0.193,0.277,0.145,0.664,0,2.523,0.385,0.276,6,10,60,0,0,0,0,0,1,0,1
73,BCIA_4,-0.07123,0.760347,0.131294,0.78535,1,1,1,1,0,0.036898,0.773493,-0.027347,0.450354,0.62,-4.8996,0.735,0.590526,0.007582,-0.086467,4.71554,0.1132,0.55128,0.31928,0.126,0.027226,0.027579,0,0.29407,0.0815,-0.10628,0.06262,0.24366,0.14481,0.724765,0,2.876,0.064696,0.276,6,10,60,0,0,0,0,0,1,0,1
74,BCEA_7,0.19899,2.91897,0.00626,-0.002425,1,1,1,1,0,0,0.01019,0.02082,0.881412,0.62,1.954236,0.5,-0.27561,0.020197,0.086238,2.211346,0.331075,0.530859,0.3169,0.228122,0.228748,0.045537,0,0.704441,0.061763,-0.2227,-0.077969,0.20185,0.24655,0.666425,0,3.0328,-0.04983,0.411,4,9,61,1,1,0,0,0,0,1,1
75,BCEA_8,0.124817,2.9492,0.00607,-0.002375,1,1,1,1,0,0,0.010425,0.020505,0.88584,0.62,1.985315,0.5,-0.274739,0.020236,0.083996,2.217098,0.33589,0.528369,0.317068,0.23189,0.228317,0.041176,0,0.701859,0.061754,-0.21507,-0.078714,0.20192,0.278666,0.6669,0,3.03687,-0.05229,0.426,4,10,60,0,1,0,0,0,0,1,1
76,BCEB_8,-0.08331,0.74658,0.00632,0.87884,1,1,1,1,0,0.3537,-0.069721,0.046983,4.049199,0.62,-0.0293,0.5,-0.023519,0.01295,0.328888,1.52037,0.46683,0.72409,0.110352,0.561002,-0.009356,-0.16507,0,-0.4186,0.2777,0.4181,0.307104,0.135589,-0.08925,0.74711,0,2.8544,0.07235,1.299,8,9,55,1,0,0,0,0,0,1,1
77,BCEB_9,-0.038213,0.76388,0.003235,0.887379,1,1,1,1,0,0.119581,0.660969,0.168863,0.112584,0.62,-0.0202,0.5,-0.206723,0.01595,0.095326,2.15285,0.0249,0.455866,0.360834,0.324333,0.359352,-0.11826,0,-0.418948,0.278115,0.418326,0.30435,0.13598,-0.081449,0.74645,0,2.85454,0.074,1.254,8,10,54,0,0,0,0,0,0,1,1
78,BWEN_3,-0.030788,0.650499,-0.00033,0.81,1,1,1,1,0,0.075968,-0.162143,0.215933,0.694206,0.62,0.293126,0.5,0.067465,0.014496,0.206205,0.615051,0.713764,0.576454,-0.010456,0.31744,-0.019935,-0.097595,0,-0.26745,0.22432,0.277777,0.207546,0.04611,0.013254,0.677812,0,2.56,0.3474,1,5,10,28,0,0,0,1,1,0,1,0
