Seq,City,Region,DegDay,DHDBT,DHWBT,Strange,OHR,DGTEMP,JanWind,JulWind,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
232,Kentville,NS,4130,-18,28,11,13,9,12,8,-4,-3,0,5,11,17,20,19,16,9,4,-1
233,Liverpool,NS,3990,-16,27,7,12,9,22,15,-4,-3,0,4,8,12,15,16,14,10,5,0
234,Lockeport,NS,4000,-14,25,6,13,9,22,15,2,2,1,0,-1,-1,-2,-1,0,1,1,2
235,Louisburg,NS,4530,-15,26,8,12,8,22,18,-5,-5,-2,2,7,12,16,17,14,9,4,-2
236,Lunenburg,NS,4140,-15,26,7,12,8,22,15,-4,-3,0,4,8,12,15,16,14,10,5,0
237,New Glasgow,NS,4320,-19,27,11,13,7,19,15,-7,-7,-2,3,10,16,19,18,14,8,3,-3
238,North Sydney,NS,4500,-16,27,10,13,8,21,16,-5,-6,-3,2,8,13,18,18,14,9,4,-2
239,Pictou,NS,4310,-19,27,10,13,8,19,15,-7,-7,-2,3,9,16,19,19,14,8,3,-2
240,Port Hawkesbury,NS,4500,-17,27,9,13,8,19,13,-6,-8,-3,3,8,14,18,18,14,9,4,-3
241,Springhill,NS,4540,-20,27,9,13,7,19,17,-7,-7,-3,3,10,15,19,18,14,8,2,-4
242,Stewiacke,NS,4400,-20,27,11,13,7,19,14,-5,-4,-1,5,11,15,19,19,14,8,3,-2
243,Sydney,NS,4530,-16,27,9,13,8,21,16,-5,-6,-3,2,8,13,18,18,14,9,4,-2
244,Tatamagouche,NS,4380,-20,27,11,13,8,19,15,-7,-6,-2,3,10,16,19,19,14,8,3,-3
245,Truro,NS,4500,-20,27,12,13,7,14,10,-7,-7,-2,4,10,15,18,18,13,8,3,-4
246,Wolfville,NS,4140,-19,28,11,13,9,12,8,-4,-3,0,5,11,17,20,19,16,9,4,-1
247,Yarmouth,NS,3990,-14,22,7,13,9,22,14,-3,-3,0,5,10,14,17,17,14,10,5,0
248,Aklavik,NT,9600,-42,26,9,8,-2,7,11,-27,-25,-21,-13,0,11,14,11,4,-8,-21,-26
249,Echo Bay / Port Radium,NT,9300,-42,22,8,9,-1,9,9,-29,-28,-21,-11,3,12,13,10,5,-2,-15,-23
250,Fort Good Hope,NT,8700,-43,28,11,9,0,4,8,-27,-23,-20,-6,5,15,17,13,7,-4,-19,-23
251,Fort McPherson,NT,9150,-44,26,9,8,-2,7,11,-28,-24,-20,-10,2,13,15,12,4,-8,-21,-25
252,Fort Providence,NT,7620,-40,28,13,9,3,5,7,-24,-19,-14,-2,6,14,17,14,9,-1,-12,-20
253,Fort Resolution,NT,7750,-40,26,11,10,2,12,11,-25,-21,-15,-3,6,13,16,14,7,0,-10,-21
254,Fort Simpson,NT,7660,-42,28,11,10,2,8,9,-25,-20,-13,0,8,15,17,15,8,-2,-16,-22
255,Fort Smith,NT,7300,-41,28,11,10,3,10,10,-23,-19,-12,0,8,14,17,14,8,0,-12,-19
256,Hay River,NT,7550,-38,27,9,9,3,12,12,-22,-20,-14,-3,5,12,16,14,9,0,-12,-18
257,Inuvik,NT,9600,-43,26,9,8,-2,7,11,-27,-26,-22,-12,0,12,14,11,4,-8,-21,-24
258,Mould Bay,NT,12900,-44,11,4,5,-9,14,18,-34,-34,-31,-24,-11,0,4,1,-6,-18,-28,-31
259,Norman Wells,NT,8510,-43,28,10,9,0,10,12,-26,-24,-18,-6,6,15,17,14,7,-5,-19,-23
260,Rae-Edzo,NT,8300,-42,25,9,9,0,12,14,-27,-21,-18,-6,4,13,16,13,7,-3,-14,-22
261,Tungsten,NT,7700,-49,26,11,7,2,11,9,-20,-18,-13,-4,3,9,12,9,4,-3,-15,-19
262,Ulukhaqtuuq / Holman,NT,10700,-39,18,6,6,-5,19,18,-29,-28,-25,-17,-7,5,9,7,0,-9,-20,-26
263,Wrigley,NT,8050,-42,28,13,9,0,8,9,-27,-23,-16,-2,8,15,17,13,7,-4,-19,-25
264,Yellowknife,NT,8170,-41,25,8,9,1,12,14,-26,-23,-17,-5,4,13,17,14,7,-2,-14,-22
265,Alert,NU,13030,-43,13,4,5,-10,7,12,-32,-33,-33,-25,-12,-1,3,1,-8,-19,-26,-30
266,Arctic Bay,NU,11900,-42,14,7,6,-7,7,13,-31,-32,-29,-20,-8,3,6,4,-2,-12,-24,-31
267,Arviat,NU,9850,-40,22,7,9,-3,24,18,-30,-28,-23,-14,-4,4,11,11,4,-4,-16,-25
268,Baker Lake,NU,10700,-42,23,7,7,-5,24,17,-32,-31,-26,-17,-6,5,11,10,3,-7,-20,-27
269,Eureka,NU,13500,-47,12,4,5,-10,8,18,-37,-38,-37,-27,-10,3,6,3,-6,-21,-30,-34
270,Igluligaarjuk / Chesterfield Inl,NU,10500,-40,20,7,8,-4,24,17,-32,-31,-25,-16,-6,4,11,9,3,-5,-17,-25
271,Iqaluit,NU,9980,-40,17,6,7,-3,15,12,-27,-28,-24,-14,-4,4,8,7,3,-4,-12,-21
272,Iqaluktuuttiaq / Cambridge Bay,NU,11670,-41,18,6,7,-7,22,20,-33,-33,-29,-21,-9,3,9,7,0,-11,-23,-29
273,Isachsen,NU,13600,-46,12,6,6,-11,14,16,-35,-37,-35,-27,-13,-1,3,0,-9,-20,-29,-34
274,Kangiqiniq / Rankin Inlet,NU,10500,-41,21,6,8,-4,24,19,-31,-30,-25,-16,-6,4,10,10,4,-5,-17,-26
275,Kanngiqtugaapik / Clyde River,NU,11300,-40,14,7,6,-6,15,13,-28,-30,-27,-19,-9,1,4,4,0,-8,-17,-25
276,Kugluktuk / Coppermine,NU,10300,-41,23,7,9,-4,19,14,-28,-28,-25,-17,-6,5,11,9,3,-7,-19,-25
277,Nottingham Island,NU,10000,-37,16,6,8,-3,15,15,-25,-26,-22,-14,-6,2,7,6,2,-4,-12,-20
278,Resolute,NU,12360,-42,11,4,6,-8,20,21,-32,-33,-30,-22,-10,0,4,2,-4,-14,-23,-29
279,Resolution Island,NU,9000,-32,12,4,7,-1,39,28,-20,-21,-17,-10,-4,1,6,5,1,-3,-7,-13
280,Salliq / Coral Harbour,NU,10720,-41,20,7,8,-4,19,17,-30,-31,-25,-16,-7,3,10,8,2,-6,-17,-25
281,Ailsa Craig,ON,3840,-17,30,12,15,10,19,11,-6,-5,0,7,14,19,21,20,16,10,3,-3
282,Ajax,ON,3820,-20,30,10,15,10,17,10,-5,-4,0,6,12,17,20,20,15,9,4,-2
283,Alexandria,ON,4600,-24,30,11,15,9,12,8,-11,-11,-4,4,12,18,20,19,15,9,0,-8
284,Alliston,ON,4200,-23,29,12,15,9,12,10,-7,-6,-1,6,13,18,21,20,15,9,3,-3
285,Almonte,ON,4620,-26,30,12,15,9,13,9,-11,-8,-3,4,13,17,20,18,14,6,1,-8
286,Armstrong,ON,6500,-37,28,13,13,9,8,9,-18,-16,-8,0,7,14,17,15,11,3,-6,-13
287,Arnprior,ON,4680,-27,30,12,15,5,14,10,-12,-10,-3,5,13,18,21,19,14,8,1,-7
288,Atikokan,ON,5750,-33,29,12,14,9,7,7,-15,-12,-5,3,10,16,19,17,13,5,-3,-11
289,Attawapiskat,ON,7100,-37,28,13,13,6,13,13,-22,-19,-10,-3,5,12,15,14,9,3,-5,-17
290,Aurora,ON,4210,-21,30,10,15,9,14,10,-8,-7,-2,6,13,18,20,19,15,8,2,-4
291,Bancroft,ON,4740,-28,29,14,15,8,7,6,-10,-8,-3,4,11,16,18,17,13,6,0,-6
292,Barrie,ON,4380,-24,29,11,15,9,13,8,-8,-7,-2,5,12,17,20,19,15,9,2,-4
293,Barriefield,ON,3990,-22,28,9,16,10,19,13,-7,-6,-1,7,13,18,21,20,16,9,3,-3
294,Beaverton,ON,4300,-24,30,8,15,9,17,15,-9,-7,-3,5,12,18,20,20,16,9,3,-3
295,Belleville,ON,3910,-22,29,10,15,10,17,12,-7,-6,-1,7,14,19,22,21,16,9,3,-3
296,Belmont,ON,3840,-17,30,10,16,10,19,11,-7,-7,0,6,13,18,21,20,16,9,3,-3
297,Bracebridge,ON,4800,-26,29,12,15,8,15,12,-9,-9,-2,4,13,16,20,18,13,7,1,-6
298,Bradford,ON,4280,-23,30,12,15,9,12,10,-7,-6,-1,6,12,17,20,19,15,8,2,-4
299,Brampton,ON,4100,-19,30,11,15,9,18,13,-6,-6,-1,7,14,19,22,20,15,9,4,-3
300,Brantford,ON,3900,-18,30,11,15,10,15,12,-6,-5,0,7,14,19,21,20,16,9,4,-3
301,Brighton,ON,4000,-21,29,10,15,10,17,12,-6,-4,0,6,11,17,20,20,16,9,4,-1
302,Brockville,ON,4060,-23,29,10,15,10,18,13,-8,-7,-1,6,13,18,21,20,15,9,3,-4
303,Burk's Falls,ON,5020,-26,29,13,14,8,12,10,-13,-10,-5,3,11,15,17,17,12,6,0,-8
304,Burlington,ON,3740,-17,31,7,14,10,15,11,-3,-2,1,7,13,19,22,21,18,11,6,0
305,Cambridge,ON,4100,-18,29,12,15,10,15,10,-7,-6,-1,6,13,18,20,19,15,9,3,-4
306,Campbellford,ON,4280,-23,30,12,15,9,13,9,-5,-6,-1,7,14,19,21,20,15,9,2,-5
307,Cannington,ON,4310,-24,30,11,15,9,13,9,-7,-7,-2,5,12,18,20,19,15,8,2,-5
308,Carleton Place,ON,4600,-25,30,13,15,9,13,9,-10,-8,-2,6,13,18,21,19,14,8,1,-6
309,Cavan,ON,4400,-23,30,12,15,9,13,9,-8,-6,-2,6,12,17,19,19,15,8,2,-3
310,Centralia,ON,3800,-17,30,11,15,10,19,11,-6,-6,0,6,13,18,20,19,15,9,3,-3
311,CFB Borden,ON,4300,-23,29,13,15,8,12,10,-5,-6,-2,6,13,17,20,19,14,8,2,-5
312,Chapleau,ON,5900,-35,27,12,13,6,10,12,-16,-13,-7,1,9,14,17,16,11,4,-4,-12
313,Chatham,ON,3470,-16,31,10,16,11,17,13,-4,-2,2,8,15,20,22,21,18,11,5,-1
314,Chesley,ON,4320,-19,29,12,14,9,17,10,-7,-7,-2,5,11,16,19,18,14,8,2,-4
315,Clinton,ON,4150,-17,29,12,15,9,19,12,-6,-6,-1,6,13,17,20,19,15,9,3,-3
316,Coboconk,ON,4500,-25,30,11,15,8,13,9,-10,-9,-3,5,13,17,20,19,14,8,1,-6
317,Cobourg,ON,3980,-21,29,7,15,10,15,8,-6,-4,0,6,11,17,20,20,16,9,4,-1
318,Cochrane,ON,6200,-34,29,13,12,6,12,11,-18,-16,-9,1,9,14,17,15,10,4,-4,-15
319,Colborne,ON,3980,-21,29,7,15,10,16,10,-6,-4,0,6,11,17,20,20,16,9,4,-1
320,Collingwood,ON,4180,-21,29,8,15,8,15,10,-5,-5,-1,6,11,18,21,20,16,10,4,-2
321,Cornwall,ON,4250,-23,30,10,15,9,17,13,-9,-7,-1,6,14,19,22,20,16,9,3,-5
322,Corunna,ON,3600,-16,31,11,16,10,18,13,-5,-4,1,8,14,19,22,21,17,11,4,-2
323,Deep River,ON,4900,-29,30,12,13,8,11,9,-12,-10,-3,5,13,17,20,19,14,7,0,-8
324,Deseronto,ON,4070,-22,29,12,15,10,18,13,-8,-6,-1,6,13,18,20,20,15,9,3,-3
325,Dorchester,ON,3900,-18,30,10,16,10,19,11,-5,-5,0,7,13,18,21,20,16,9,4,-2
326,Dorion,ON,5950,-33,28,13,13,6,12,10,-18,-14,-7,1,9,13,16,15,10,5,-3,-13
327,Dresden,ON,3750,-16,31,11,16,11,17,13,-6,-5,1,7,14,19,21,20,16,10,4,-2
328,Dryden,ON,5850,-34,28,11,14,6,12,12,-23,-19,-12,-3,5,10,13,12,6,1,-9,-19
329,Dundalk,ON,4700,-22,29,11,14,8,15,10,-9,-8,-4,4,11,15,18,17,13,7,1,-5
330,Dunnville,ON,3660,-15,30,11,16,10,18,11,-6,-5,0,6,13,18,21,20,16,10,4,-2
331,Durham,ON,4340,-20,29,11,14,9,17,10,-8,-7,-2,5,12,17,19,19,14,8,2,-4
332,Dutton,ON,3700,-16,31,12,16,10,17,11,-6,-4,1,7,13,19,21,20,16,11,4,-2
333,Earlton,ON,5730,-33,29,12,14,6,14,13,-16,-12,-7,3,10,15,18,16,12,5,-3,-13
334,Edison,ON,5740,-34,28,14,14,6,12,12,-20,-16,-8,1,10,15,18,16,10,4,-5,-16
335,Elliot Lake,ON,4950,-26,29,11,12,7,11,11,-11,-10,-4,4,11,17,19,18,13,6,-1,-7
336,Elmvale,ON,4200,-24,29,12,15,8,12,7,-7,-7,-2,5,12,17,20,19,14,8,2,-4
337,Embro,ON,3950,-19,30,12,15,10,17,11,-6,-5,0,6,13,18,20,20,15,9,3,-3
338,Englehart,ON,5800,-33,29,12,14,6,14,13,-16,-12,-7,3,10,15,18,16,12,5,-3,-13
339,Espanola,ON,4920,-25,29,14,12,8,16,13,-12,-11,-5,4,11,16,19,17,12,6,0,-9
340,Etobicoke,ON,3800,-20,31,10,16,10,18,12,-5,-4,0,7,13,19,22,20,16,10,4,-2
341,Exeter,ON,3900,-17,30,11,15,10,19,12,-6,-6,0,6,13,18,20,19,15,9,3,-3
342,Fenelon Falls,ON,4440,-25,30,12,15,9,13,9,-9,-7,-2,5,12,18,20,18,14,9,2,-4
343,Fergus,ON,4300,-20,29,10,15,9,16,10,-8,-7,-2,5,12,17,20,19,14,8,2,-5
344,Forest,ON,3740,-16,31,11,14,10,19,12,-4,-4,1,7,13,19,21,20,16,10,4,-2
345,Fort Erie,ON,3650,-15,30,10,16,10,24,15,-5,-4,0,6,12,18,21,20,16,10,5,-1
346,Fort Erie (Ridgeway),ON,3600,-15,30,10,16,10,24,15,-5,-4,0,6,12,18,21,20,16,10,5,-1
347,Fort Frances,ON,5440,-33,29,12,14,7,10,9,-16,-12,-4,4,12,17,20,18,12,6,-3,-12
348,Gananoque,ON,4010,-22,28,9,16,10,18,13,-7,-6,-1,7,13,18,21,20,16,9,3,-3
349,Geraldton,ON,6450,-36,28,12,13,5,11,11,-19,-15,-9,1,9,14,17,16,10,3,-6,-14
350,Glencoe,ON,3680,-16,31,12,16,11,17,10,-6,-4,1,7,13,19,21,20,16,11,4,-2
351,Goderich,ON,4000,-16,29,9,15,9,21,12,-4,-4,0,6,12,17,20,19,16,10,5,-1
352,Gore Bay,ON,4700,-24,28,9,14,8,18,14,-9,-8,-4,4,11,16,19,19,15,8,2,-4
353,Graham,ON,5940,-35,29,13,14,6,8,7,-19,-15,-8,1,10,15,18,16,10,4,-5,-15
354,Gravenhurst (Muskoka Airport),ON,4760,-26,29,12,15,8,15,12,-10,-9,-3,4,12,16,19,18,13,7,1,-7
355,Grimsby,ON,3520,-16,30,11,15,10,21,13,-4,-4,1,7,14,19,22,21,17,10,5,-1
356,Guelph,ON,4270,-19,29,12,15,9,15,10,-8,-7,-1,6,12,17,20,19,14,8,2,-4
357,Guthrie,ON,4300,-24,29,11,15,9,13,8,-8,-7,-2,5,12,17,20,19,15,9,2,-4
358,Haileybury,ON,5600,-32,30,10,13,7,13,12,-15,-12,-6,2,11,17,20,18,13,7,-1,-10
359,Haldimand (Caledonia),ON,3750,-18,30,12,15,9,20,13,-5,-4,0,7,13,19,21,20,16,10,3,-2
360,Haldimand (Hagersville),ON,3760,-17,30,11,15,10,18,11,-4,-4,1,7,14,19,21,20,16,10,4,-2
361,Haliburton,ON,4840,-27,29,12,15,8,11,10,-11,-9,-4,4,12,16,19,18,13,7,1,-7
362,Halton Hills (Georgetown),ON,4200,-19,30,14,15,9,18,12,-7,-6,-1,6,12,17,20,19,14,8,2,-3
363,Hamilton,ON,3460,-17,31,10,14,10,17,13,-5,-4,0,7,13,19,22,21,16,10,4,-2
364,Hanover,ON,4300,-19,29,13,14,9,17,10,-7,-7,-2,5,12,17,19,19,14,8,2,-4
365,Hastings,ON,4280,-24,30,12,15,9,13,9,-8,-7,-1,6,12,18,20,20,14,9,2,-4
366,Hawkesbury,ON,4610,-25,30,12,15,9,12,8,-11,-9,-3,5,13,18,20,19,14,7,0,-8
367,Hearst,ON,6450,-35,29,13,12,5,10,10,-19,-15,-9,0,8,15,17,16,12,4,-5,-12
368,Honey Harbour,ON,4300,-24,29,10,15,8,9,6,-8,-7,-2,5,12,18,21,20,16,9,3,-3
369,Hornepayne,ON,6340,-37,28,15,13,5,9,9,-20,-16,-9,0,9,13,16,14,9,4,-4,-15
370,Huntsville,ON,4850,-26,29,11,14,8,15,12,-10,-9,-3,5,12,17,19,18,14,8,1,-6
371,Ingersoll,ON,3920,-18,30,10,15,10,19,11,-6,-5,0,6,13,18,21,20,16,9,3,-3
372,Iroquois Falls,ON,6100,-33,29,14,12,5,12,11,-18,-16,-9,1,9,15,17,16,10,4,-4,-14
373,Jellicoe,ON,6400,-36,28,12,13,5,11,11,-19,-15,-9,1,9,14,17,16,10,3,-6,-14
374,Kapuskasing,ON,6250,-34,29,12,12,5,13,11,-18,-15,-8,1,9,15,17,16,11,4,-4,-13
375,Kemptville,ON,4540,-25,30,12,15,9,11,8,-10,-9,-3,6,13,18,20,19,14,8,1,-7
376,Kenora,ON,5630,-33,28,9,14,6,13,13,-16,-12,-5,4,11,17,20,19,13,5,-5,-13
377,Killaloe,ON,4960,-28,30,14,13,8,12,10,-12,-10,-4,-5,12,17,19,18,13,8,1,-8
378,Kincardine,ON,3890,-17,28,10,14,10,21,12,-5,-4,0,5,12,18,19,19,15,10,3,-2
379,Kingston,ON,4000,-22,28,9,16,10,19,13,-7,-6,-1,7,13,18,21,20,16,9,3,-3
380,Kinmount,ON,4600,-26,29,13,15,9,13,9,-10,-9,-3,5,12,16,19,18,13,7,1,-6
381,Kirkland Lake,ON,6000,-33,29,12,14,6,13,12,-17,-15,-8,1,10,15,18,16,11,5,-4,-13
382,Kitchener,ON,4200,-19,29,12,15,9,15,10,-7,-6,-1,6,13,17,20,19,14,8,2,-4
383,Kitchenuhmaykoosib,ON,7450,-38,26,11,12,3,14,15,-22,-20,-12,-3,6,13,16,15,9,2,-8,-17
384,Lakefield,ON,4330,-24,30,12,15,9,13,9,-8,-7,-1,6,13,18,20,19,15,8,2,-5
385,Lansdowne House,ON,7150,-38,28,10,13,5,14,14,-21,-18,-11,-1,7,14,17,16,10,3,-7,-16
386,Leamington,ON,3400,-15,31,9,16,11,15,9,-5,-4,1,7,14,19,22,21,17,11,5,-1
387,Lindsay,ON,4320,-24,30,12,15,9,12,10,-9,-7,-2,6,13,17,20,19,14,8,2,-5
388,Lion's Head,ON,4300,-19,27,10,15,8,19,12,-6,-6,-2,5,11,16,19,18,15,9,3,-3
389,Listowel,ON,4300,-19,29,11,15,9,17,11,-6,-7,-1,5,12,17,19,19,14,8,2,-4
390,London,ON,3900,-18,30,10,16,10,19,11,-5,-5,0,7,13,18,21,20,16,9,4,-2
391,Lucan,ON,3900,-17,30,12,15,10,19,11,-6,-5,0,7,14,19,21,20,16,10,3,-3
392,Maitland,ON,4080,-23,29,10,15,10,18,13,-8,-7,-1,6,13,18,21,20,15,9,3,-4
393,Markdale,ON,4500,-20,29,11,14,8,17,10,-8,-7,-3,4,11,17,18,18,13,8,1,-5
394,Markham,ON,4000,-21,31,11,16,10,15,11,-6,-5,-1,6,13,19,21,20,16,9,3,-3
395,Martin,ON,5900,-35,29,13,14,6,8,7,-19,-15,-8,1,10,15,18,16,10,4,-5,-15
396,Matheson,ON,6080,-33,29,13,12,6,12,11,-17,-15,-8,1,10,15,18,16,11,5,-4,-13
397,Mattawa,ON,5050,-29,30,12,13,8,12,10,-12,-12,-5,2,11,16,19,18,13,8,0,-8
398,Midland,ON,4200,-24,29,10,15,8,9,6,-9,-7,-2,6,13,18,21,20,15,9,3,-4
399,Milton,ON,3920,-18,30,12,15,10,15,11,-7,-6,-1,6,12,17,20,19,15,9,3,-3
400,Milverton,ON,4200,-19,29,11,15,9,17,11,-6,-7,-1,5,12,17,19,19,14,8,2,-4
401,Minden,ON,4640,-27,29,14,15,8,14,10,-10,-9,-3,5,12,16,19,18,13,7,1,-6
402,Mississauga,ON,3880,-18,30,9,15,10,18,12,-5,-4,0,6,12,17,21,20,16,10,5,-1
403,Mississauga (LBP Int'l Airport),ON,3890,-20,31,10,16,10,18,12,-5,-4,0,7,13,19,22,20,16,10,4,-2
404,Mississauga (Port Credit),ON,3780,-18,29,9,15,10,23,12,-5,-4,0,6,12,17,21,20,16,10,5,-1
405,Mitchell,ON,4100,-18,29,12,15,9,17,11,-7,-7,-1,6,13,17,20,19,15,8,2,-4
406,Moosonee,ON,6800,-36,28,12,14,5,11,11,-20,-17,-11,-2,7,13,16,16,11,5,-4,-13
407,Morrisburg,ON,4370,-23,30,12,15,9,18,13,-10,-9,-2,6,13,18,20,19,14,8,2,-6
408,Mount Forest,ON,4700,-21,28,10,14,9,16,18,-7,-7,-2,5,11,17,19,18,14,8,2,-4
409,Nakina,ON,6500,-36,28,12,13,5,11,11,-19,-15,-9,1,9,14,17,16,10,3,-6,-14
410,Nanticoke (Jarvis),ON,3700,-17,30,11,15,10,17,11,-6,-5,0,6,13,18,21,20,16,9,4,-3
411,Nanticoke (Port Dover),ON,3600,-15,30,10,16,10,17,11,-6,-5,0,6,13,18,21,20,16,10,4,-2
412,Napanee,ON,4140,-22,29,12,15,9,18,13,-8,-6,-1,6,13,18,20,20,15,9,3,-3
413,New Liskeard,ON,5570,-32,30,13,13,7,13,12,-16,-15,-7,1,10,16,19,16,11,6,-2,-12
414,Newcastle,ON,3990,-20,30,11,15,9,15,8,-6,-5,0,6,12,17,20,19,15,8,3,-3
415,Newcastle (Bowmanville),ON,4000,-20,30,11,15,10,15,8,-6,-5,0,6,12,17,20,19,15,8,3,-3
416,Newmarket,ON,4260,-22,30,11,15,9,13,10,-7,-6,-1,6,12,17,20,19,15,8,2,-4
417,Niagara Falls,ON,3600,-16,30,10,15,10,21,13,-4,-4,1,7,14,19,22,21,17,11,5,-1
418,North Bay,ON,5150,-28,28,9,14,7,14,11,-12,-10,-5,4,11,16,19,18,13,6,-1,-8
419,North York,ON,3760,-20,31,12,16,10,18,13,-7,-6,-1,6,13,18,21,20,15,9,3,-3
420,Norwood,ON,4320,-24,30,12,15,9,13,9,-9,-9,-2,5,13,17,20,19,14,8,2,-6
421,Oakville,ON,3760,-18,30,11,15,10,23,12,-5,-4,0,6,12,18,21,20,16,9,4,-2
422,Orangeville,ON,4450,-21,29,12,15,8,14,10,-8,-7,-2,5,12,17,19,18,14,8,2,-5
423,Orillia,ON,4260,-25,29,10,15,8,14,10,-8,-8,-2,6,13,17,21,19,15,8,2,-5
424,Oshawa,ON,3860,-19,30,11,15,10,15,9,-6,-5,1,7,14,18,21,20,16,9,4,-3
425,Ottawa (Barrhaven),ON,4500,-25,30,10,15,9,15,10,-10,-8,-2,6,13,19,21,20,15,8,2,-6
426,Ottawa (city hall),ON,4440,-25,30,11,15,10,12,9,-10,-9,-2,6,14,18,21,20,15,8,2,-7
427,Ottawa (Kanata),ON,4520,-25,30,10,15,9,15,10,-11,-10,-3,6,13,18,21,19,15,11,1,-7
428,Ottawa (M-C Int'l Airport),ON,4500,-25,30,10,15,9,15,10,-10,-8,-2,6,13,19,21,20,15,8,2,-6
429,Ottawa (Orleans),ON,4500,-26,30,11,15,8,14,12,-11,-10,-3,5,13,18,21,19,14,8,1,-7
430,Owen Sound,ON,4030,-19,29,10,14,9,17,10,-6,-6,-1,5,11,16,20,19,15,10,3,-2
431,Pagwa River,ON,6500,-35,28,13,13,5,10,10,-19,-15,-9,0,8,15,17,16,12,4,-5,-12
432,Paris,ON,4000,-18,30,11,15,10,15,12,-6,-5,0,7,14,19,21,20,16,9,4,-3
433,Parkhill,ON,3800,-16,31,11,14,10,19,11,-5,-4,1,7,13,19,21,20,16,10,4,-2
434,Parry Sound,ON,4640,-24,28,9,14,8,10,10,-9,-7,-2,6,12,16,20,19,15,8,2,-5
435,Pelham (Fonthill),ON,3690,-15,30,9,15,11,13,8,-5,-4,1,7,14,19,21,21,17,10,4,-2
436,Pembroke,ON,4980,-28,30,13,15,8,11,9,-12,-10,-4,5,12,17,19,18,14,7,0,-8
437,Penetanguishene,ON,4200,-24,29,10,15,9,9,6,-9,-7,-2,6,13,18,21,20,15,9,3,-4
438,Perth,ON,4540,-25,30,12,15,9,11,8,-10,-8,-2,6,14,18,21,20,15,8,2,-6
439,Petawawa,ON,4980,-29,30,13,15,8,11,9,-12,-10,-4,5,12,17,19,18,14,7,0,-8
440,Peterborough,ON,4400,-23,30,12,15,9,13,9,-8,-6,-2,6,12,17,19,19,15,8,2,-3
441,Petrolia,ON,3640,-16,31,12,16,10,19,12,-5,-4,1,7,14,19,21,21,17,10,4,-2
442,Pickering (Dunbarton),ON,3800,-19,30,9,15,10,17,10,-5,-4,0,6,12,17,20,20,15,9,4,-2
443,Picton,ON,3980,-21,29,9,15,10,19,13,-7,-6,-1,6,13,17,21,20,16,10,4,-3
444,Plattsville,ON,4150,-19,29,11,15,10,15,11,-7,-6,-1,6,13,18,20,19,15,9,2,-4
445,Point Alexander,ON,4960,-29,30,12,13,8,11,9,-12,-10,-4,4,13,18,20,18,14,8,0,-6
446,Port Burwell,ON,3800,-15,30,10,16,10,19,11,-6,-5,0,6,12,17,20,19,16,9,4,-2
447,Port Colborne,ON,3600,-15,30,5,16,10,27,18,-3,-3,0,5,11,18,21,21,17,11,5,0
448,Port Elgin,ON,4100,-17,28,9,14,9,21,12,-6,-7,-1,5,11,16,19,19,15,9,4,-3
449,Port Hope,ON,3970,-21,29,9,15,10,15,8,-6,-5,0,6,12,16,20,20,16,9,4,-3
450,Port Perry,ON,4260,-22,30,13,15,9,15,11,-8,-7,-2,7,12,17,20,19,14,8,2,-4
451,Port Stanley,ON,3850,-15,31,10,16,10,19,11,-6,-5,0,6,12,17,20,19,16,9,4,-2
452,Prescott,ON,4120,-23,29,10,15,10,18,13,-8,-6,-1,6,13,19,21,20,16,10,3,-3
453,Princeton,ON,4000,-18,30,12,15,10,15,12,-6,-5,0,6,13,18,20,20,15,9,3,-3
454,Raith,ON,5900,-34,28,16,14,6,8,8,-19,-15,-9,1,9,13,16,14,9,4,-5,-15
